path,text,num_frames,height,width,aspect_ratio,fps,resolution
dataset/bridge/videos/train/18351/rgb.mp4,Put the fork on top of the napkin.,45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23816/rgb.mp4,Move the yellow cloth from right side to near back side,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20661/rgb.mp4,put lid on pot or pan,20,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22630/rgb.mp4,upright metal pot cardboard fence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21847/rgb.mp4,put strawberry in pot,17,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20705/rgb.mp4,Move yellow cloth to upper right corner of pot.,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18199/rgb.mp4,Move the pot in-between the cloth and microwave.,30,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23972/rgb.mp4,end effector reaching stuffedhippo,19,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21923/rgb.mp4,remove pan from cloth and keep in near side,40,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8687/rgb.mp4,Place the silver pot on the bottom left hand corner of the table just to the right of the spoon.,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22754/rgb.mp4,put lid on pot cardboardfence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14389/rgb.mp4,put lid on pot or pan,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13044/rgb.mp4,Move the towel to the middle of thet able,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2500/rgb.mp4,PICK UP THE YELLOW TOWEL AND PUT ANOTHER SIDE OF THE TABLE,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11015/rgb.mp4,Place the pepper above the wedge of food.,45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4497/rgb.mp4,open microwave,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17182/rgb.mp4,right pepper shaker,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13120/rgb.mp4,put spoon into pan,20,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2818/rgb.mp4,take blueberries off plate sink,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11171/rgb.mp4,Move the spoon to the front left of the table,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2464/rgb.mp4,Move the peeler and place it on the blue cloth.,45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10087/rgb.mp4,Take the silver vessel from the table and place it on the blue color cloth.,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3592/rgb.mp4,Move the mushroom forward so that it's along the edge of the table and next to the silver pot.,25,480,640,0.75,3.0,307200
dataset/bridge/videos/train/839/rgb.mp4,Slide blue towel straight down towards bottom of the table.,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7828/rgb.mp4,Move yellow cloth closer to the left of blue utensil.,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16110/rgb.mp4,Place the silver pot on the green cloth.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5405/rgb.mp4,Pick up mushroom inside silver pot and move it backwards behind pot.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7454/rgb.mp4,Place the chicken drumstick to the right of purple cloth.,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5879/rgb.mp4,Place the silver pot to the right of the yellow banana.,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14141/rgb.mp4,Pick up the metal pan and place it behind the green cloth,44,480,640,0.75,3.0,307200
dataset/bridge/videos/train/445/rgb.mp4,Turn the yellow spoon horizontally in front of the microwave.,43,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5561/rgb.mp4,Pick up spoon and place to the bottom right of the table.,25,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16074/rgb.mp4,turn lever vertical to front distractors,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/521/rgb.mp4,Slide the silver pot away from the blue spoon.,47,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14025/rgb.mp4,move the red pepper to towel,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7530/rgb.mp4,put carrot on plate cardboardfence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21470/rgb.mp4,put cup from sink to drying rack,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23421/rgb.mp4,put banana in pot cardboard fence,31,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23939/rgb.mp4,close oven,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21514/rgb.mp4,take lid off pot or pan,23,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19388/rgb.mp4,put spoon in bowl sink,30,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9496/rgb.mp4,put potato on plate,25,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23545/rgb.mp4,put pot or pan on stove and put egg in pot or pan,65,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24688/rgb.mp4,put eggplant into pot or pan,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21968/rgb.mp4,Place the spoon in front of the orange cloth.,43,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24524/rgb.mp4,Place the lime to the right of the metal pot.,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8560/rgb.mp4,Move the mushroom to the pot.,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24958/rgb.mp4,Move the cloth to the center of the table's close edge.,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19024/rgb.mp4,put spatula in pan,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8404/rgb.mp4,Place the pot on top of the cloth.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24440/rgb.mp4,Move the pan handle in upward direction,25,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20586/rgb.mp4,pick up bowl and put in small4fbox,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19140/rgb.mp4,close oven,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8878/rgb.mp4,place the bowl on the cloth.,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18646/rgb.mp4,put cup from counter to sink,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21280/rgb.mp4,Slide the orange cloth forward.,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19860/rgb.mp4,Move the spoon close to the cans.,31,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8158/rgb.mp4,Move the spoon onto the blue towel,43,480,640,0.75,3.0,307200
dataset/bridge/videos/train/25346/rgb.mp4,put pan on stove and put stuffedpig in pan,79,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9302/rgb.mp4,Put the sushi roll on the yellow napkin,31,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19578/rgb.mp4,move cloth to back of table. cloth at back of table,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18722/rgb.mp4,flip pot upright in sink distractors,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9266/rgb.mp4,Pick up the orange object and put it on the purple cloth,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/25222/rgb.mp4,open low fridge,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19904/rgb.mp4,put green squash into pot or pan,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24078/rgb.mp4,PICK UP THE SPOON PUT NEAR THE BLENDER,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22243/rgb.mp4,put pan on stove and put stuffedduck in pan,79,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8390/rgb.mp4,Put the spatula on the edge of the orange cloth.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23019/rgb.mp4,put pan on stove and put blueberry in pan,70,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21048/rgb.mp4,replace the grapes from the pan to the towel,48,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20212/rgb.mp4,put sushi in pot cardboard fence,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22327/rgb.mp4,put potato in pot or pan,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18996/rgb.mp4,Move the blue cloth straight over to the blue fork,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20376/rgb.mp4,put fork from basket to tray,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/6236/rgb.mp4,close drawer of box,16,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15723/rgb.mp4,put spoon on plate,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16954/rgb.mp4,Pick up the small bottle and put it on above green cloth,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14579/rgb.mp4,put eggplant on plate and spoon in pot or pan on stove,79,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16528/rgb.mp4,open small4fbox flaps,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14905/rgb.mp4,pick up green mug,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17772/rgb.mp4,close cabinet,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12892/rgb.mp4,place the orange color  near orange object besides the pan,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4267/rgb.mp4,put sweet potato in pan which is on stove,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7108/rgb.mp4,put knife on cutting board,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16830/rgb.mp4,Pick up the blue spoon and place it behind the pot,46,480,640,0.75,3.0,307200
dataset/bridge/videos/train/119/rgb.mp4,Put the spoon to the left of the pot.,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15647/rgb.mp4,Move blue cloth directly to the left of knife.,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/6352/rgb.mp4,open microwave,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4303/rgb.mp4,"Place sushi roll into pot, standing up on its side.",45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17616/rgb.mp4,pick up pan from stove distractors,18,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5159/rgb.mp4,put pear in bowl cardboardfence,31,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2294/rgb.mp4,put pan from sink into drying rack,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14861/rgb.mp4,Place the silver pot to the left of the blue cloth and above the handle of the knife.,45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11781/rgb.mp4,Move the yellow brush to in front of the yellow cloth.,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15997/rgb.mp4,put knife in pot or pan,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3362/rgb.mp4,Place sushi roll into pot.,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10677/rgb.mp4,Place the spoon above the top right of the purple cloth in the table.,37,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13800/rgb.mp4,Place the yellow brush to the left of the purple towel,25,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2138/rgb.mp4,pick up pot from sink distractors,12,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11851/rgb.mp4,take lid off pot cardboardfence,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12626/rgb.mp4,Move the green cloth behind the metal pot.,40,480,640,0.75,3.0,307200
dataset/bridge/videos/train/1333/rgb.mp4,pick vessel and keep it on the yellow cloth,44,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11549/rgb.mp4,end effector transition from object to object,19,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16684/rgb.mp4,close white1fbox flap,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5391/rgb.mp4,Move the pepper to the bottom left of table,47,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13964/rgb.mp4,put the spoon next to the towel,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10713/rgb.mp4,put pot or pan on stove and put fry in pot or pan,76,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3206/rgb.mp4,PICK UP THE VESSEL AND PUT ANOTHER SIDE OF THE TABLE,48,480,640,0.75,3.0,307200
dataset/bridge/videos/train/1257/rgb.mp4,Move the spatula to the left of the corn.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12742/rgb.mp4,pick up pan from stove distractors,16,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11935/rgb.mp4,close large4fbox flaps,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13518/rgb.mp4,put potato in pot cardboard fence,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23052/rgb.mp4,move cloth from center front. cloth is now slightly right front.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22208/rgb.mp4,flip salt upright,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9181/rgb.mp4,move bowl to upper left corner,37,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20259/rgb.mp4,put bowl on plate cardboard fence,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21003/rgb.mp4,put sushi on plate,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/23136/rgb.mp4,Place the colander on the back right corner of the table,42,480,640,0.75,3.0,307200
dataset/bridge/videos/train/21167/rgb.mp4,Place the blue block on the green towel,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19457/rgb.mp4,Move the cloth so it's between the mushroom and pot.,27,480,640,0.75,3.0,307200
dataset/bridge/videos/train/20091/rgb.mp4,Place the sushi on the blue cloth.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9349/rgb.mp4,PICK UP THE VESSEL AND PUT ANOTHER SIDE OF THE TABLE,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8113/rgb.mp4,Move the can to the front left corner of the table,47,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24157/rgb.mp4,take carrot off plate cardboardfence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18769/rgb.mp4,upright basil bottle cardboard fence,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19533/rgb.mp4,take clothes out of laundry machine,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24033/rgb.mp4,flip cup upright,19,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8077/rgb.mp4,keep blue brush on the right bottom corner of the table,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/25269/rgb.mp4,"Slide pot up, to top edge of table.",41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11466/rgb.mp4,Put the pot on the left of the avocado.,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2173/rgb.mp4,PICK UP THE KINIFE AND PUT ON THE TOWEL,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3329/rgb.mp4,upright basil bottle cardboard fence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/1378/rgb.mp4,put pear in bowl,23,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13437/rgb.mp4,flip pot upright in sink distractors,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4180/rgb.mp4,Move the pan to the bottom left corner,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17495/rgb.mp4,Put the spoon to the left of the cloth.,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10758/rgb.mp4,Place the mushroom next to the leftmost corner of the cloth.,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2017/rgb.mp4,Put the chicken wing on the orange cloth.,44,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11502/rgb.mp4,"Slide the checkered can back against the wall, next to the red spoon.",31,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13553/rgb.mp4,place the spoon on the yellow cloth,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12709/rgb.mp4,zip zipper bag,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14532/rgb.mp4,put pot on stove which is near stove distractors,23,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7027/rgb.mp4,PLACE THE POT NEAR TIN,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15768/rgb.mp4,open fridge,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10888/rgb.mp4,Place the eggplant to the right of the pot on the towel,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17739/rgb.mp4,put lid on pot or pan,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5076/rgb.mp4,Move the table spoon from the green table cloth to the center of the table.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16563/rgb.mp4,put bowl on plate cardboard fence,26,480,640,0.75,3.0,307200
dataset/bridge/videos/train/6319/rgb.mp4,Pick up the chicken and place it on the orange cloth,44,480,640,0.75,3.0,307200
dataset/bridge/videos/train/152/rgb.mp4,Place the brown and white object into the pot.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7143/rgb.mp4,put strawberry in pot,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14456/rgb.mp4,take sushi out of pot cardboard fence,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16407/rgb.mp4,Move the pot to the left of the yellow towel,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5112/rgb.mp4,Put the sushi on top of the napkin towards the top part of the napkin.,49,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10590/rgb.mp4,Move the pot and place on blue towel,30,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3085/rgb.mp4,flip cup upright,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4348/rgb.mp4,take broccoli out of pan cardboardfence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15851/rgb.mp4,Put the fork between the cloth and pot.,37,480,640,0.75,3.0,307200
dataset/bridge/videos/train/4169/rgb.mp4,pick green toy and place it on the left side to vessel on the top,43,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5333/rgb.mp4,Move the pickle in front of the blue towel,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16626/rgb.mp4,move the yellow colth in front of table,48,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14677/rgb.mp4,put pear in bowl,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11997/rgb.mp4,Pick up the cauliflower from pot and put it on the table,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7362/rgb.mp4,Move the purple cloth behind the pot with the peeler,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/373/rgb.mp4,unzip zipper bag,23,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17800/rgb.mp4,move pot from orange cloth next to blue spoon,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/6138/rgb.mp4,topple metal pot cardboard fence,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16742/rgb.mp4,put pear in bowl,26,480,640,0.75,3.0,307200
dataset/bridge/videos/train/5257/rgb.mp4,Move the blue rag backwards so that it's next to the mushroom and in front of the yellow ice cream scoop.,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17518/rgb.mp4,put pan from stove to sink,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15935/rgb.mp4,Move the spoon to the far left corner of stove,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/1391/rgb.mp4,put knife on cutting board cardboard fence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/17964/rgb.mp4,Place the metal part of the fork on the right burner.,40,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12684/rgb.mp4,take beet from pot sink,37,480,640,0.75,3.0,307200
dataset/bridge/videos/train/217/rgb.mp4,Place the green spatula behind the colander,47,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15549/rgb.mp4,turn lever vertical to front,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/7206/rgb.mp4,Move the potato and place it at the right edge of the table.,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/14713/rgb.mp4,Pick up and move the pot to the front center of the table.,37,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10905/rgb.mp4,put spoon into pan,23,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12528/rgb.mp4,Move the blue cloth to the lower right corner of the table.,21,480,640,0.75,3.0,307200
dataset/bridge/videos/train/16892/rgb.mp4,Move the mushroom and place on towel,28,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13772/rgb.mp4,turn lever vertical to-front,22,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11723/rgb.mp4,put pear in bowl cardboardfence,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2236/rgb.mp4,open fridge,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10579/rgb.mp4,Move carrot directly to the left of green cloth.,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12954/rgb.mp4,Move the blue cloth to the back right corner,38,480,640,0.75,3.0,307200
dataset/bridge/videos/train/13616/rgb.mp4,PICK UP THE BLENDER AND PUT ANOTHER SIDE OF THE TABLE,36,480,640,0.75,3.0,307200
dataset/bridge/videos/train/15781/rgb.mp4,put knife on cutting board cardboard fence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/6294/rgb.mp4,close microwave,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/1159/rgb.mp4,close low fridge,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/10861/rgb.mp4,Move the knife to the right of the bowl.,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/3108/rgb.mp4,Pick up green and gray spatula and move it right past pot,34,480,640,0.75,3.0,307200
dataset/bridge/videos/train/12830/rgb.mp4,put eggplant on plate,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/2352/rgb.mp4,Put the pot behind the navy blue cloth.,43,480,640,0.75,3.0,307200
dataset/bridge/videos/train/11647/rgb.mp4,Place the can to the left of the orange cup.,32,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18934/rgb.mp4,flip cup upright,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/25048/rgb.mp4,put blueberries on plate sink,29,480,640,0.75,3.0,307200
dataset/bridge/videos/train/22385/rgb.mp4,put knife on cutting board,24,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8256/rgb.mp4,put pot or pan on stove and put fry in pot or pan,79,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24212/rgb.mp4,Put the fork on the green cloth.,48,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19712/rgb.mp4,take lid off pot cardboardfence,39,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18548/rgb.mp4,Place the white and brown item inside of the silver pot.,28,480,640,0.75,3.0,307200
dataset/bridge/videos/train/24376/rgb.mp4,Move the corn to the back of the table to the left of the pot,41,480,640,0.75,3.0,307200
dataset/bridge/videos/train/8332/rgb.mp4,Take the carrot from the silver vessel and place it on the cloth.,40,480,640,0.75,3.0,307200
dataset/bridge/videos/train/9168/rgb.mp4,Move the silver pan to the other side of the red fork.,45,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18850/rgb.mp4,Move the spoon to the bottom right under the towel,35,480,640,0.75,3.0,307200
dataset/bridge/videos/train/19676/rgb.mp4,Place the spoon in front of the microwave,33,480,640,0.75,3.0,307200
dataset/bridge/videos/train/18780/rgb.mp4,put fry in pot or pan an put pot or pan on stove,71,480,640,0.75,3.0,307200
